"source_project_id","extracted_at_ve","product_id","sku","product_name","is_active","product_type","is_combo","units_per_service","is_detail_editable","detail_units_limit","is_combo_component_selectable","inventory_enabled","legacy_is_inventory_item","legacy_inventory_kind","legacy_inventory_unit_name","legacy_packaging_name","legacy_packaging_size","legacy_product_stock","legacy_low_stock_threshold","legacy_inventory_deduction_mode","legacy_inventory_group","component_count","required_component_count","selectable_component_count","component_specs","active_link_count","self_link_count","recipe_link_count","active_link_specs","canonical_policy_candidate","review_required","review_reasons","canonical_policy_decision","canonical_inventory_target","canonical_quantity","canonical_deduction_stage","canonical_availability_mode","canonical_recipe_or_source","canonical_lead_time_minutes","canonical_critical_threshold","decision_notes","canonical_decision_status"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:40","161","GAMBIT_DONDY_1_BDAY","Dondy (1 und) Cumpleaños","true","gambit","false","1","false","0","false","true","true","finished_good","pieza","","","0","","composition","other","0","0","0","","1","0","1","47::Dondys::recipe::qty=1::unit=pieza","direct","false","","direct","inventory_item_47:Dondys crudos","1 pieza","kitchen","on_hand_only","Dondy individual","","","","confirmed"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:40","93","GAMBIT_DONDYS_3","Dondys (3 und) Cliente Nuevo","true","gambit","false","3","false","0","false","true","true","finished_good","pieza","","","0","","composition","other","0","0","0","","1","0","1","47::Dondys::recipe::qty=3::unit=pieza","direct","false","","direct","inventory_item_47:Dondys crudos","3 piezas","kitchen","on_hand_only","medio servicio Dondy","","","","confirmed"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:40","138","GAMBIT_DONDYS_3_BIRTHDAY","Dondys (3 und) Cumpleaños","true","gambit","false","3","false","0","false","true","true","finished_good","pieza","","","0","","composition","other","0","0","0","","1","0","1","47::Dondys::recipe::qty=3::unit=pieza","direct","false","","direct","inventory_item_47:Dondys crudos","3 piezas","kitchen","on_hand_only","medio servicio Dondy","","","","confirmed"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:40","126","ANIVERSARIO_10","Single Pack (10 und) Aniversario","true","gambit","false","10","true","10","true","true","true","finished_good","pieza","","","0","","composition","other","6","5","5","2::Salsa Tártara 1oz::fixed::qty=1.000::required=f | 5::Mini Tequeños Fritos::selectable::qty=1.000::required=t | 8::Empanadas Fritas::selectable::qty=1.000::required=t | 11::Cachitas Fritas::selectable::qty=1.000::required=t | 14::Mandocas Fritas::selectable::qty=1.000::required=t | 17::Bombys Fritos::selectable::qty=1.000::required=t","0","0","0","","components","false","","components","selección libre de 10 piezas fritas + salsa tártara 1oz opcional","total seleccionable=10","by_component","component_projection","snapshot de selección real del pedido","","","La salsa solo consume inventario cuando el cliente la solicita.","confirmed"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:40","160","LC_SINGLE_10","Single Pack (10 und) LC","true","gambit","false","10","true","10","true","true","true","finished_good","pieza","","","0","","composition","other","6","5","5","2::Salsa Tártara 1oz::fixed::qty=1.000::required=f | 5::Mini Tequeños Fritos::selectable::qty=1.000::required=t | 11::Cachitas Fritas::selectable::qty=1.000::required=t | 14::Mandocas Fritas::selectable::qty=1.000::required=t | 8::Empanadas Fritas::selectable::qty=1.000::required=t | 17::Bombys Fritos::selectable::qty=1.000::required=t","0","0","0","","components","false","","components","selección libre de 10 piezas fritas + salsa tártara 1oz opcional","total seleccionable=10","by_component","component_projection","snapshot de selección real del pedido","","","La salsa solo consume inventario cuando el cliente la solicita.","confirmed"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:40","144","LOYAL_SINGLE_10","Single Pack (10 und) Loyal","true","gambit","false","10","true","10","true","true","true","finished_good","pieza","","","0","","composition","other","6","5","5","2::Salsa Tártara 1oz::fixed::qty=1.000::required=f | 5::Mini Tequeños Fritos::selectable::qty=1.000::required=t | 11::Cachitas Fritas::selectable::qty=1.000::required=t | 14::Mandocas Fritas::selectable::qty=1.000::required=t | 8::Empanadas Fritas::selectable::qty=1.000::required=t | 17::Bombys Fritos::selectable::qty=1.000::required=t","0","0","0","","components","false","","components","selección libre de 10 piezas fritas + salsa tártara 1oz opcional","total seleccionable=10","by_component","component_projection","snapshot de selección real del pedido","","","La salsa solo consume inventario cuando el cliente la solicita.","confirmed"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:40","125","ANIVERSARIO_SINGLEPACK","Single Pack (6 und) Aniversario","true","gambit","false","6","true","6","true","true","true","finished_good","pieza","","","0","","composition","other","6","5","5","2::Salsa Tártara 1oz::fixed::qty=1.000::required=f | 5::Mini Tequeños Fritos::selectable::qty=1.000::required=t | 8::Empanadas Fritas::selectable::qty=1.000::required=t | 11::Cachitas Fritas::selectable::qty=1.000::required=t | 14::Mandocas Fritas::selectable::qty=1.000::required=t | 17::Bombys Fritos::selectable::qty=1.000::required=t","0","0","0","","components","false","","components","selección libre de 6 piezas fritas + salsa tártara 1oz opcional","total seleccionable=6","by_component","component_projection","snapshot de selección real del pedido","","","La salsa solo consume inventario cuando el cliente la solicita.","confirmed"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:40","136","BIRTHDAY_SINGLEPACK","Single Pack (6 und) Cumpleaños","true","gambit","false","6","true","6","true","true","true","finished_good","pieza","","","0","","composition","other","6","5","5","2::Salsa Tártara 1oz::fixed::qty=1.000::required=f | 5::Mini Tequeños Fritos::selectable::qty=1.000::required=t | 8::Empanadas Fritas::selectable::qty=1.000::required=t | 11::Cachitas Fritas::selectable::qty=1.000::required=t | 14::Mandocas Fritas::selectable::qty=1.000::required=t | 17::Bombys Fritos::selectable::qty=1.000::required=t","0","0","0","","components","false","","components","selección libre de 6 piezas fritas + salsa tártara 1oz opcional","total seleccionable=6","by_component","component_projection","snapshot de selección real del pedido","","","La salsa solo consume inventario cuando el cliente la solicita.","confirmed"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:40","158","LC_SINGLE_6","Single Pack (6 und) LC","true","gambit","false","6","true","6","true","true","true","finished_good","pieza","","","0","","composition","other","6","5","5","2::Salsa Tártara 1oz::fixed::qty=1.000::required=f | 5::Mini Tequeños Fritos::selectable::qty=1.000::required=t | 11::Cachitas Fritas::selectable::qty=1.000::required=t | 14::Mandocas Fritas::selectable::qty=1.000::required=t | 8::Empanadas Fritas::selectable::qty=1.000::required=t | 17::Bombys Fritos::selectable::qty=1.000::required=t","0","0","0","","components","false","","components","selección libre de 6 piezas fritas + salsa tártara 1oz opcional","total seleccionable=6","by_component","component_projection","snapshot de selección real del pedido","","","La salsa solo consume inventario cuando el cliente la solicita.","confirmed"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:40","142","LOYAL_SINGLE_6","Single Pack (6 und) Loyal","true","gambit","false","6","true","6","true","true","true","finished_good","pieza","","","0","","composition","other","6","5","5","2::Salsa Tártara 1oz::fixed::qty=1.000::required=f | 5::Mini Tequeños Fritos::selectable::qty=1.000::required=t | 11::Cachitas Fritas::selectable::qty=1.000::required=t | 14::Mandocas Fritas::selectable::qty=1.000::required=t | 8::Empanadas Fritas::selectable::qty=1.000::required=t | 17::Bombys Fritos::selectable::qty=1.000::required=t","0","0","0","","components","false","","components","selección libre de 6 piezas fritas + salsa tártara 1oz opcional","total seleccionable=6","by_component","component_projection","snapshot de selección real del pedido","","","La salsa solo consume inventario cuando el cliente la solicita.","confirmed"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:40","132","NC_SINGLEPACK_6","Single Pack (6 und) N.C","true","gambit","false","6","true","6","true","true","true","finished_good","pieza","","","0","","composition","other","6","5","5","2::Salsa Tártara 1oz::fixed::qty=1.000::required=f | 5::Mini Tequeños Fritos::selectable::qty=1.000::required=t | 8::Empanadas Fritas::selectable::qty=1.000::required=t | 11::Cachitas Fritas::selectable::qty=1.000::required=t | 14::Mandocas Fritas::selectable::qty=1.000::required=t | 17::Bombys Fritos::selectable::qty=1.000::required=t","0","0","0","","components","false","","components","selección libre de 6 piezas fritas + salsa tártara 1oz opcional","total seleccionable=6","by_component","component_projection","snapshot de selección real del pedido","","","La salsa solo consume inventario cuando el cliente la solicita.","confirmed"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:40","157","ANIVERSARIO_8_SP","Single Pack (8 und) Aniversario","true","gambit","false","8","true","8","true","true","true","finished_good","pieza","","","0","","composition","other","6","5","5","2::Salsa Tártara 1oz::fixed::qty=1.000::required=f | 5::Mini Tequeños Fritos::selectable::qty=1.000::required=t | 8::Empanadas Fritas::selectable::qty=1.000::required=t | 11::Cachitas Fritas::selectable::qty=1.000::required=t | 14::Mandocas Fritas::selectable::qty=1.000::required=t | 17::Bombys Fritos::selectable::qty=1.000::required=t","0","0","0","","components","false","","components","selección libre de 8 piezas fritas + salsa tártara 1oz opcional","total seleccionable=8","by_component","component_projection","snapshot de selección real del pedido","","","La salsa solo consume inventario cuando el cliente la solicita.","confirmed"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:40","159","LC_SINGLE_8","Single Pack (8 und) LC","true","gambit","false","8","true","8","true","true","true","finished_good","pieza","","","0","","composition","other","6","5","5","2::Salsa Tártara 1oz::fixed::qty=1.000::required=f | 5::Mini Tequeños Fritos::selectable::qty=1.000::required=t | 11::Cachitas Fritas::selectable::qty=1.000::required=t | 14::Mandocas Fritas::selectable::qty=1.000::required=t | 8::Empanadas Fritas::selectable::qty=1.000::required=t | 17::Bombys Fritos::selectable::qty=1.000::required=t","0","0","0","","components","false","","components","selección libre de 8 piezas fritas + salsa tártara 1oz opcional","total seleccionable=8","by_component","component_projection","snapshot de selección real del pedido","","","La salsa solo consume inventario cuando el cliente la solicita.","confirmed"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:40","143","LOYAL_SINGLE_8","Single Pack (8 und) Loyal","true","gambit","false","8","true","8","true","true","true","finished_good","pieza","","","0","","composition","other","6","5","5","2::Salsa Tártara 1oz::fixed::qty=1.000::required=f | 5::Mini Tequeños Fritos::selectable::qty=1.000::required=t | 11::Cachitas Fritas::selectable::qty=1.000::required=t | 14::Mandocas Fritas::selectable::qty=1.000::required=t | 8::Empanadas Fritas::selectable::qty=1.000::required=t | 17::Bombys Fritos::selectable::qty=1.000::required=t","0","0","0","","components","false","","components","selección libre de 8 piezas fritas + salsa tártara 1oz opcional","total seleccionable=8","by_component","component_projection","snapshot de selección real del pedido","","","La salsa solo consume inventario cuando el cliente la solicita.","confirmed"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:40","25","MM_2OZ","Aderezo Mostaza Miel 2oz","true","product","false","0","false","0","false","true","true","finished_good","pieza","","","0","","self","other","0","0","0","","1","1","0","22::Aderezo Mostaza Miel 2oz::self_link::qty=1::unit=pieza","self","false","","self","inventory_item_22:Aderezo Mostaza Miel 2oz","1 porción","fulfillment","immediate_recipe","planned_item:mostaza_miel_bulk_1kg -> 20 porciones de 2oz","","","Falta seleccionar o crear deliberadamente el ítem a granel de 1 kg. La regla está confirmada; falta crear deliberadamente el ítem a granel de 1 kg reutilizando el esquema existente.","confirmed_requires_new_inventory_item"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:40","26","MM_5OZ","Aderezo Mostaza Miel 5oz","true","product","false","0","false","0","false","true","true","finished_good","pieza","","","0","","self","other","0","0","0","","1","1","0","23::Aderezo Mostaza Miel 5oz::self_link::qty=1::unit=pieza","self","false","","self","inventory_item_23:Aderezo Mostaza Miel 5oz","1 porción","fulfillment","immediate_recipe","planned_item:mostaza_miel_bulk_1kg -> 8 porciones de 5oz","","","Falta seleccionar o crear deliberadamente el ítem a granel de 1 kg. La regla está confirmada; falta crear deliberadamente el ítem a granel de 1 kg reutilizando el esquema existente.","confirmed_requires_new_inventory_item"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:40","118","BOMB_CRUDO_OBS","Bombys Crudos (Beneficio del Mes)","true","product","false","25","false","0","true","true","true","finished_good","pieza","","","0","","self","other","0","0","0","","1","1","0","60::Bombys Crudos (Beneficio del Mes)::self_link::qty=1::unit=pieza","self","false","","self","inventory_item_19:Bombys Crudos","25 piezas por servicio","fulfillment","on_hand_only","misma existencia cruda normal","","","","confirmed"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:40","117","BOMB_F_OBS","Bombys Fritos (Beneficio del Mes)","true","product","false","25","false","0","true","false","false","finished_good","pieza","","","0","","self","other","0","0","0","","0","0","0","","unconfigured","true","no_inventory_resolution | inventory_enabled_false_requires_explicit_policy","direct","inventory_item_19:Bombys Crudos","25/full; 12/half","kitchen","on_hand_only","misma fritura normal de Bombys","","","","confirmed"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:40","116","BOMB_PF_OBS","Bombys Pre-Fritos (Beneficio del Mes)","true","product","false","25","false","0","true","true","true","finished_good","pieza","","","0","","self","other","0","0","0","","1","1","0","59::Bombys Pre-Fritos (Beneficio del Mes)::self_link::qty=1::unit=pieza","self","false","","self","inventory_item_17:Bombys Pre-Fritos","1 servicio prefrito","fulfillment","on_hand_only","mismo prefrito normal","240","","","confirmed"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:40","121","CACH_CRUDO_OBS","Cachitas Crudas (Beneficio del Mes)","true","product","false","20","false","0","true","true","true","finished_good","pieza","","","0","","self","other","0","0","0","","1","1","0","63::Cachitas Crudas (Beneficio del Mes)::self_link::qty=1::unit=pieza","self","false","","self","inventory_item_13:Cachitas Crudas","20 piezas por servicio","fulfillment","on_hand_only","misma existencia cruda normal","","","","confirmed"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:40","119","CACH_F_OBS","Cachitas Fritas (Beneficio del Mes)","true","product","false","20","false","0","true","true","true","finished_good","pieza","","","0","","self","other","0","0","0","","1","1","0","61::Cachitas Fritas (Beneficio del Mes)::self_link::qty=1::unit=pieza","self","false","","direct","inventory_item_13:Cachitas Crudas","20/full; 10/half","kitchen","on_hand_only","misma fritura normal de Cachitas","","","","confirmed"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:40","120","CACH_PF_OBS","Cachitas Pre-Fritas (Beneficio del Mes)","true","product","false","20","false","0","true","true","true","finished_good","pieza","","","0","","self","other","0","0","0","","1","1","0","62::Cachitas Pre-Fritas (Beneficio del Mes)::self_link::qty=1::unit=pieza","self","false","","self","inventory_item_15:Cachitas Pre-Fritas","1 servicio prefrito","fulfillment","on_hand_only","mismo prefrito normal","240","","","confirmed"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:40","44","CHIN_1500","Chinotto 1,5 Lts","true","product","false","0","false","0","false","true","true","finished_good","pieza","","","0","","self","other","0","0","0","","1","1","0","40::Chinotto 1,5 Lts::self_link::qty=1::unit=pieza","self","false","","self","inventory_item_40:Chinotto 1,5 Lts","1 pieza","fulfillment","on_hand_only","bebida terminada contada individualmente","","10","Umbral inicial configurable por ítem; presentaciones mayoristas o promocionales comparten stock.","confirmed"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:40","45","CHIN_2000","Chinotto 2 Lts","true","product","false","0","false","0","false","true","true","finished_good","pieza","","","0","","self","other","0","0","0","","1","1","0","41::Chinotto 2 Lts::self_link::qty=1::unit=pieza","self","false","","self","inventory_item_41:Chinotto 2 Lts","1 pieza","fulfillment","on_hand_only","bebida terminada contada individualmente","","10","Umbral inicial configurable por ítem; presentaciones mayoristas o promocionales comparten stock.","confirmed"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:40","41","COKE_1000","Coca-Cola 1 Lt","true","product","false","0","false","0","false","true","true","finished_good","pieza","","","0","","self","other","0","0","0","","1","1","0","37::Coca-Cola 1 Lt::self_link::qty=1::unit=pieza","self","false","","self","inventory_item_37:Coca-Cola 1 Lt","1 pieza","fulfillment","on_hand_only","bebida terminada contada individualmente","","10","Umbral inicial configurable por ítem; presentaciones mayoristas o promocionales comparten stock.","confirmed"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:40","40","COKE_1500","Coca-Cola 1,5 Lts","true","product","false","0","false","0","false","true","true","finished_good","pieza","","","0","","self","other","0","0","0","","1","1","0","36::Coca-Cola 1,5 Lts::self_link::qty=1::unit=pieza","self","false","","self","inventory_item_36:Coca-Cola 1,5 Lts","1 pieza","fulfillment","on_hand_only","bebida terminada contada individualmente","","10","Umbral inicial configurable por ítem; presentaciones mayoristas o promocionales comparten stock.","confirmed"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:40","128","COKE_1500MAYOR","Coca-Cola 1,5 Lts (Mayor)","true","product","false","6","false","0","false","true","true","finished_good","pieza","","","0","","self","other","0","0","0","","1","1","0","67::Coca-Cola 1,5 Lts (Mayor)::self_link::qty=1::unit=pieza","self","false","","self","inventory_item_36:Coca-Cola 1,5 Lts","1 pieza","fulfillment","on_hand_only","bebida terminada contada individualmente","","10","Umbral inicial configurable por ítem; presentaciones mayoristas o promocionales comparten stock.","confirmed"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:40","42","COKE_2000","Coca-Cola 2 Lts","true","product","false","0","false","0","false","true","true","finished_good","pieza","","","0","","self","other","0","0","0","","1","1","0","38::Coca-Cola 2 Lts::self_link::qty=1::unit=pieza","self","false","","self","inventory_item_38:Coca-Cola 2 Lts","1 pieza","fulfillment","on_hand_only","bebida terminada contada individualmente","","10","Umbral inicial configurable por ítem; presentaciones mayoristas o promocionales comparten stock.","confirmed"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:40","43","COKE_LAT","Coca-Cola Lata","true","product","false","0","false","0","false","true","true","finished_good","pieza","","","0","","self","other","0","0","0","","1","1","0","39::Coca-Cola Lata::self_link::qty=1::unit=pieza","self","false","","self","inventory_item_39:Coca-Cola Lata","1 pieza","fulfillment","on_hand_only","bebida terminada contada individualmente","","10","Umbral inicial configurable por ítem; presentaciones mayoristas o promocionales comparten stock.","confirmed"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:40","48","COKE_ZERO_1000","Coca-Cola Sin Azúcar 1 Lt","true","product","false","0","false","0","false","true","true","finished_good","pieza","","","0","","self","other","0","0","0","","1","1","0","44::Coca-Cola Sin Azúcar 1 Lt::self_link::qty=1::unit=pieza","self","false","","self","inventory_item_44:Coca-Cola Sin Azúcar 1 Lt","1 pieza","fulfillment","on_hand_only","bebida terminada contada individualmente","","10","Umbral inicial configurable por ítem; presentaciones mayoristas o promocionales comparten stock.","confirmed"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:40","49","COKE_ZERO_2000","Coca-Cola Sin Azúcar 2 Lts","true","product","false","0","false","0","false","true","true","finished_good","pieza","","","0","","self","other","0","0","0","","1","1","0","45::Coca-Cola Sin Azúcar 2 Lts::self_link::qty=1::unit=pieza","self","false","","self","inventory_item_45:Coca-Cola Sin Azúcar 2 Lts","1 pieza","fulfillment","on_hand_only","bebida terminada contada individualmente","","10","Umbral inicial configurable por ítem; presentaciones mayoristas o promocionales comparten stock.","confirmed"
