"source_project_id","extracted_at_ve","product_component_id","parent_product_id","parent_product_name","parent_product_type","parent_is_active","parent_active_inventory_link_count","component_product_id","component_product_name","component_product_type","component_is_active","component_mode","quantity","is_required","counts_toward_detail_limit","sort_order","notes","component_policy_candidate","canonical_resolution_candidate","review_required","review_reasons","canonical_quantity_decision","canonical_selection_rule","decision_notes","canonical_decision_status","canonical_resolution_decision"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:51","840","100","Combo Sexy Mix Frito (50 und) Ajustado","product","true","1","5","Mini Tequeños Fritos","service","true","fixed","10.000","true","false","1","","direct","expand_selected_component_then_apply_component_policy","true","parent_also_has_inventory_links","10.000 piezas","fixed_in_current_composition; snapshot_on_order","La composición ajustada puede cambiar; la orden conserva el snapshot real.","confirmed","fried_piece_to_family_raw_piece_one_to_one"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:51","841","100","Combo Sexy Mix Frito (50 und) Ajustado","product","true","1","11","Cachitas Fritas","service","true","fixed","20.000","true","false","2","","direct","expand_selected_component_then_apply_component_policy","true","parent_also_has_inventory_links","20.000 piezas","fixed_in_current_composition; snapshot_on_order","La composición ajustada puede cambiar; la orden conserva el snapshot real.","confirmed","fried_piece_to_family_raw_piece_one_to_one"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:51","842","100","Combo Sexy Mix Frito (50 und) Ajustado","product","true","1","14","Mandocas Fritas","service","true","fixed","10.000","true","false","3","","direct","expand_selected_component_then_apply_component_policy","true","parent_also_has_inventory_links","10.000 piezas","fixed_in_current_composition; snapshot_on_order","La composición ajustada puede cambiar; la orden conserva el snapshot real.","confirmed","fried_piece_to_family_raw_piece_one_to_one"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:51","843","100","Combo Sexy Mix Frito (50 und) Ajustado","product","true","1","17","Bombys Fritos","service","true","fixed","10.000","true","false","4","","direct","expand_selected_component_then_apply_component_policy","true","parent_also_has_inventory_links","10.000 piezas","fixed_in_current_composition; snapshot_on_order","La composición ajustada puede cambiar; la orden conserva el snapshot real.","confirmed","fried_piece_to_family_raw_piece_one_to_one"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:51","844","100","Combo Sexy Mix Frito (50 und) Ajustado","product","true","1","24","Salsa Tártara 5oz","product","true","fixed","1.000","true","false","5","","unconfigured","expand_selected_component_then_apply_component_policy","true","parent_also_has_inventory_links | component_has_no_inventory_resolution","1 porción fija","required","La composición ajustada puede cambiar; la orden conserva el snapshot real.","confirmed","inventory_item_8:Salsa Tártara 5oz"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:51","245","60","Mixto Bombys + Mandocas Frito","service","true","2","17","Bombys Fritos","service","true","fixed","12.000","true","true","10","Composición fija de mixto","direct","expand_selected_component_then_apply_component_policy","true","parent_also_has_inventory_links","12.000 piezas descriptivas","fixed; full_service_only","Esta relación describe el mixto; no genera movimiento adicional al enlace directo del padre.","confirmed","parent_direct_policy_is_inventory_authority"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:51","246","60","Mixto Bombys + Mandocas Frito","service","true","2","14","Mandocas Fritas","service","true","fixed","12.000","true","true","20","Composición fija de mixto","direct","expand_selected_component_then_apply_component_policy","true","parent_also_has_inventory_links","12.000 piezas descriptivas","fixed; full_service_only","Esta relación describe el mixto; no genera movimiento adicional al enlace directo del padre.","confirmed","parent_direct_policy_is_inventory_authority"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:51","237","56","Mixto Cachitas + Bombys Frito","service","true","2","11","Cachitas Fritas","service","true","fixed","10.000","true","true","10","Composición fija de mixto","direct","expand_selected_component_then_apply_component_policy","true","parent_also_has_inventory_links","10.000 piezas descriptivas","fixed; full_service_only","Esta relación describe el mixto; no genera movimiento adicional al enlace directo del padre.","confirmed","parent_direct_policy_is_inventory_authority"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:51","238","56","Mixto Cachitas + Bombys Frito","service","true","2","17","Bombys Fritos","service","true","fixed","12.000","true","true","20","Composición fija de mixto","direct","expand_selected_component_then_apply_component_policy","true","parent_also_has_inventory_links","12.000 piezas descriptivas","fixed; full_service_only","Esta relación describe el mixto; no genera movimiento adicional al enlace directo del padre.","confirmed","parent_direct_policy_is_inventory_authority"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:51","235","55","Mixto Cachitas + Empanadas Frito","service","true","2","11","Cachitas Fritas","service","true","fixed","10.000","true","true","10","Composición fija de mixto","direct","expand_selected_component_then_apply_component_policy","true","parent_also_has_inventory_links","10.000 piezas descriptivas","fixed; full_service_only","Esta relación describe el mixto; no genera movimiento adicional al enlace directo del padre.","confirmed","parent_direct_policy_is_inventory_authority"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:51","236","55","Mixto Cachitas + Empanadas Frito","service","true","2","8","Empanadas Fritas","service","true","fixed","10.000","true","true","20","Composición fija de mixto","direct","expand_selected_component_then_apply_component_policy","true","parent_also_has_inventory_links","10.000 piezas descriptivas","fixed; full_service_only","Esta relación describe el mixto; no genera movimiento adicional al enlace directo del padre.","confirmed","parent_direct_policy_is_inventory_authority"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:51","239","57","Mixto Cachitas + Mandocas Frito","service","true","2","11","Cachitas Fritas","service","true","fixed","10.000","true","true","10","Composición fija de mixto","direct","expand_selected_component_then_apply_component_policy","true","parent_also_has_inventory_links","10.000 piezas descriptivas","fixed; full_service_only","Esta relación describe el mixto; no genera movimiento adicional al enlace directo del padre.","confirmed","parent_direct_policy_is_inventory_authority"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:51","240","57","Mixto Cachitas + Mandocas Frito","service","true","2","14","Mandocas Fritas","service","true","fixed","12.000","true","true","20","Composición fija de mixto","direct","expand_selected_component_then_apply_component_policy","true","parent_also_has_inventory_links","12.000 piezas descriptivas","fixed; full_service_only","Esta relación describe el mixto; no genera movimiento adicional al enlace directo del padre.","confirmed","parent_direct_policy_is_inventory_authority"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:51","241","58","Mixto Empanadas + Bombys Frito","service","true","2","8","Empanadas Fritas","service","true","fixed","10.000","true","true","10","Composición fija de mixto","direct","expand_selected_component_then_apply_component_policy","true","parent_also_has_inventory_links","10.000 piezas descriptivas","fixed; full_service_only","Esta relación describe el mixto; no genera movimiento adicional al enlace directo del padre.","confirmed","parent_direct_policy_is_inventory_authority"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:51","242","58","Mixto Empanadas + Bombys Frito","service","true","2","17","Bombys Fritos","service","true","fixed","12.000","true","true","20","Composición fija de mixto","direct","expand_selected_component_then_apply_component_policy","true","parent_also_has_inventory_links","12.000 piezas descriptivas","fixed; full_service_only","Esta relación describe el mixto; no genera movimiento adicional al enlace directo del padre.","confirmed","parent_direct_policy_is_inventory_authority"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:51","243","59","Mixto Empanadas + Mandocas Frito","service","true","2","8","Empanadas Fritas","service","true","fixed","10.000","true","true","10","Composición fija de mixto","direct","expand_selected_component_then_apply_component_policy","true","parent_also_has_inventory_links","10.000 piezas descriptivas","fixed; full_service_only","Esta relación describe el mixto; no genera movimiento adicional al enlace directo del padre.","confirmed","parent_direct_policy_is_inventory_authority"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:51","244","59","Mixto Empanadas + Mandocas Frito","service","true","2","14","Mandocas Fritas","service","true","fixed","12.000","true","true","20","Composición fija de mixto","direct","expand_selected_component_then_apply_component_policy","true","parent_also_has_inventory_links","12.000 piezas descriptivas","fixed; full_service_only","Esta relación describe el mixto; no genera movimiento adicional al enlace directo del padre.","confirmed","parent_direct_policy_is_inventory_authority"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:51","231","53","Mixto Mini Tequeños + Bombys Frito","service","true","2","5","Mini Tequeños Fritos","service","true","fixed","12.000","true","true","10","Composición fija de mixto","direct","expand_selected_component_then_apply_component_policy","true","parent_also_has_inventory_links","12.000 piezas descriptivas","fixed; full_service_only","Esta relación describe el mixto; no genera movimiento adicional al enlace directo del padre.","confirmed","parent_direct_policy_is_inventory_authority"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:51","232","53","Mixto Mini Tequeños + Bombys Frito","service","true","2","17","Bombys Fritos","service","true","fixed","12.000","true","true","20","Composición fija de mixto","direct","expand_selected_component_then_apply_component_policy","true","parent_also_has_inventory_links","12.000 piezas descriptivas","fixed; full_service_only","Esta relación describe el mixto; no genera movimiento adicional al enlace directo del padre.","confirmed","parent_direct_policy_is_inventory_authority"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:51","229","52","Mixto Mini Tequeños + Cachitas Frito","service","true","2","5","Mini Tequeños Fritos","service","true","fixed","12.000","true","true","10","Composición fija de mixto","direct","expand_selected_component_then_apply_component_policy","true","parent_also_has_inventory_links","12.000 piezas descriptivas","fixed; full_service_only","Esta relación describe el mixto; no genera movimiento adicional al enlace directo del padre.","confirmed","parent_direct_policy_is_inventory_authority"
