"source_project_id","extracted_at_ve","inventory_item_id","inventory_item_name","inventory_kind","inventory_group","unit_name","packaging_name","packaging_size","current_stock_units","low_stock_threshold","is_active","notes","active_product_link_count","linked_product_specs","active_output_recipe_count","output_recipe_specs","active_input_recipe_count","input_recipe_specs","duplicate_name_count","canonical_role_candidate","review_required","review_reasons","canonical_role_decision","canonical_unit_decision","canonical_packaging_conversion","canonical_availability_mode","canonical_critical_threshold","canonical_opening_count","decision_notes","canonical_control_mode_candidate","canonical_control_mode_decision","canonical_count_frequency","canonical_target_stock","canonical_reorder_quantity","canonical_pieces_per_service","canonical_shelf_life_days","canonical_decision_status","canonical_tracking_mode","canonical_consumption_triggers","canonical_identity_target"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:44","61","Cachitas Fritas (Beneficio del Mes)","finished_stock","other","pieza","","","-7","","true","","1","119::Cachitas Fritas (Beneficio del Mes)::self_link::qty=1","0","","0","","1","finished_stock_or_intermediate_review","true","negative_stock_requires_physical_baseline","legacy_commercial_alias_not_physical","not_applicable","not_applicable","derived_from_canonical_target","","not_applicable","No debe mantener saldo independiente; conservar historia y redirigir productos al objetivo canónico.","sale_deduction","not_tracked","not_applicable","","","","","confirmed_requires_identity_migration","not_tracked","","inventory_item_13:Cachitas Crudas"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:44","15","Cachitas Pre-Fritas","finished_stock","prefried","pieza","","","-46","","true","","1","12::Cachitas Pre-Fritas::self_link::qty=1","0","","0","","1","finished_stock_or_intermediate_review","true","negative_stock_requires_physical_baseline","prepared_prefried_service","servicio","1 servicio=20 piezas","scheduled_recipe","stock<10 servicios","pending_physical_baseline","Servicio prefrito canónico. Objetivo orientativo 10 servicios; no reserva crudo ni obliga a reponer. Preparación, enfriamiento y empacado: 240 minutos. Vida útil de referencia: 90 días.","sale_deduction","transactional","per_shift","10","reponer_hasta_10_servicios","20","90","confirmed","transactional","sale","inventory_item_15"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:44","62","Cachitas Pre-Fritas (Beneficio del Mes)","finished_stock","other","pieza","","","-4","","true","","1","120::Cachitas Pre-Fritas (Beneficio del Mes)::self_link::qty=1","0","","0","","1","finished_stock_or_intermediate_review","true","negative_stock_requires_physical_baseline","legacy_commercial_alias_not_physical","not_applicable","not_applicable","derived_from_canonical_target","","not_applicable","No debe mantener saldo independiente; conservar historia y redirigir productos al objetivo canónico.","sale_deduction","not_tracked","not_applicable","","","","","confirmed_requires_identity_migration","not_tracked","","inventory_item_15:Cachitas Pre-Fritas"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:44","40","Chinotto 1,5 Lts","finished_stock","other","pieza","","","-2","","true","","1","44::Chinotto 1,5 Lts::self_link::qty=1","0","","0","","1","finished_stock_or_intermediate_review","true","negative_stock_requires_physical_baseline","beverage","pieza","paquete=6; unidades_sueltas_permitidas","on_hand_only","stock<=10","pending_physical_baseline","El umbral inicial es editable por ítem.","sale_deduction","transactional","per_shift","","","","","confirmed","transactional","sale","inventory_item_40"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:44","41","Chinotto 2 Lts","finished_stock","other","pieza","","","-4","","true","","1","45::Chinotto 2 Lts::self_link::qty=1","0","","0","","1","finished_stock_or_intermediate_review","true","negative_stock_requires_physical_baseline","beverage","pieza","paquete=6; unidades_sueltas_permitidas","on_hand_only","stock<=10","pending_physical_baseline","El umbral inicial es editable por ítem.","sale_deduction","transactional","per_shift","","","","","confirmed","transactional","sale","inventory_item_41"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:44","37","Coca-Cola 1 Lt","finished_stock","other","pieza","","","-5","","true","","1","41::Coca-Cola 1 Lt::self_link::qty=1","0","","0","","1","finished_stock_or_intermediate_review","true","negative_stock_requires_physical_baseline","beverage","pieza","paquete=6; unidades_sueltas_permitidas","on_hand_only","stock<=10","pending_physical_baseline","El umbral inicial es editable por ítem.","sale_deduction","transactional","per_shift","","","","","confirmed","transactional","sale","inventory_item_37"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:44","36","Coca-Cola 1,5 Lts","finished_stock","other","pieza","","","-53","","true","","1","40::Coca-Cola 1,5 Lts::self_link::qty=1","0","","0","","1","finished_stock_or_intermediate_review","true","negative_stock_requires_physical_baseline","beverage","pieza","paquete=6; unidades_sueltas_permitidas","on_hand_only","stock<=10","pending_physical_baseline","El umbral inicial es editable por ítem.","sale_deduction","transactional","per_shift","","","","","confirmed","transactional","sale","inventory_item_36"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:44","67","Coca-Cola 1,5 Lts (Mayor)","finished_stock","other","pieza","","","-7","","true","","1","128::Coca-Cola 1,5 Lts (Mayor)::self_link::qty=1","0","","0","","1","finished_stock_or_intermediate_review","true","negative_stock_requires_physical_baseline","legacy_commercial_alias_not_physical","not_applicable","not_applicable","derived_from_canonical_target","","not_applicable","No debe mantener saldo independiente; conservar historia y redirigir productos al objetivo canónico.","sale_deduction","not_tracked","not_applicable","","","","","confirmed_requires_identity_migration","not_tracked","","inventory_item_36:Coca-Cola 1,5 Lts"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:44","38","Coca-Cola 2 Lts","finished_stock","other","pieza","","","-76","","true","","1","42::Coca-Cola 2 Lts::self_link::qty=1","0","","0","","1","finished_stock_or_intermediate_review","true","negative_stock_requires_physical_baseline","beverage","pieza","paquete=6; unidades_sueltas_permitidas","on_hand_only","stock<=10","pending_physical_baseline","El umbral inicial es editable por ítem.","sale_deduction","transactional","per_shift","","","","","confirmed","transactional","sale","inventory_item_38"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:44","39","Coca-Cola Lata","finished_stock","other","pieza","","","-31","","true","","1","43::Coca-Cola Lata::self_link::qty=1","0","","0","","1","finished_stock_or_intermediate_review","true","negative_stock_requires_physical_baseline","beverage","pieza","caja=12; unidades_sueltas_permitidas","on_hand_only","stock<=10","pending_physical_baseline","","sale_deduction","transactional","per_shift","","","","","confirmed","transactional","sale","inventory_item_39"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:44","44","Coca-Cola Sin Azúcar 1 Lt","finished_stock","other","pieza","","","-6","","true","","1","48::Coca-Cola Sin Azúcar 1 Lt::self_link::qty=1","0","","0","","1","finished_stock_or_intermediate_review","true","negative_stock_requires_physical_baseline","beverage","pieza","paquete=6; unidades_sueltas_permitidas","on_hand_only","stock<=10","pending_physical_baseline","El umbral inicial es editable por ítem.","sale_deduction","transactional","per_shift","","","","","confirmed","transactional","sale","inventory_item_44"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:44","45","Coca-Cola Sin Azúcar 2 Lts","finished_stock","other","pieza","","","-6","","true","","1","49::Coca-Cola Sin Azúcar 2 Lts::self_link::qty=1","0","","0","","1","finished_stock_or_intermediate_review","true","negative_stock_requires_physical_baseline","beverage","pieza","paquete=6; unidades_sueltas_permitidas","on_hand_only","stock<=10","pending_physical_baseline","El umbral inicial es editable por ítem.","sale_deduction","transactional","per_shift","","","","","confirmed","transactional","sale","inventory_item_45"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:44","50","Combo Baby Mix Frito (25 und) Ajustado","finished_stock","other","pieza","","","-14","","true","","1","101::Combo Baby Mix Frito (25 und) Ajustado::self_link::qty=1","0","","0","","1","finished_stock_or_intermediate_review","true","negative_stock_requires_physical_baseline","legacy_commercial_alias_not_physical","not_applicable","not_applicable","derived_from_canonical_target","","not_applicable","No debe mantener saldo independiente; conservar historia y redirigir productos al objetivo canónico.","sale_deduction","not_tracked","not_applicable","","","","","confirmed_requires_identity_migration","not_tracked","","nonphysical_parent:Combo Baby Ajustado"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:44","53","Combo Rumba Mix Frito (76 und) Ajustado","finished_stock","other","pieza","","","-24","","true","","1","104::Combo Rumba Mix Frito (76 und) Ajustado::self_link::qty=1","0","","0","","1","finished_stock_or_intermediate_review","true","negative_stock_requires_physical_baseline","legacy_commercial_alias_not_physical","not_applicable","not_applicable","derived_from_canonical_target","","not_applicable","No debe mantener saldo independiente; conservar historia y redirigir productos al objetivo canónico.","sale_deduction","not_tracked","not_applicable","","","","","confirmed_requires_identity_migration","not_tracked","","nonphysical_parent:Combo Rumba Ajustado"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:44","49","Combo Sexy Mix Frito (50 und) Ajustado","finished_stock","other","pieza","","","-23","","true","","1","100::Combo Sexy Mix Frito (50 und) Ajustado::self_link::qty=1","0","","0","","1","finished_stock_or_intermediate_review","true","negative_stock_requires_physical_baseline","legacy_commercial_alias_not_physical","not_applicable","not_applicable","derived_from_canonical_target","","not_applicable","No debe mantener saldo independiente; conservar historia y redirigir productos al objetivo canónico.","sale_deduction","not_tracked","not_applicable","","","","","confirmed_requires_identity_migration","not_tracked","","nonphysical_parent:Combo Sexy Ajustado"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:44","24","Crema de Leche 2oz","finished_stock","other","pieza","","","0","","true","","0","","0","","0","","1","finished_stock_or_intermediate_review","true","orphan_inventory_item","historical_inactive_item","porción_2oz","historical_not_applicable","not_applicable","","not_applicable","Crema de Leche retirada del catálogo actual. Conservar solo como referencia histórica; no contar, no activar saldo y no generar alertas.","review_unclassified","not_tracked","not_applicable","","","","","historical_only","not_tracked","","historical_only"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:44","25","Crema de Leche 5oz","finished_stock","other","pieza","","","0","","true","","0","","0","","0","","1","finished_stock_or_intermediate_review","true","orphan_inventory_item","historical_inactive_item","porción_5oz","historical_not_applicable","not_applicable","","not_applicable","Crema de Leche retirada del catálogo actual. Conservar solo como referencia histórica; no contar, no activar saldo y no generar alertas.","review_unclassified","not_tracked","not_applicable","","","","","historical_only","not_tracked","","historical_only"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:44","69","Dondy (und)","finished_stock","other","pieza","","","-1","","true","","1","133::Dondy (und)::recipe::qty=1","0","","0","","1","finished_stock_or_intermediate_review","true","negative_stock_requires_physical_baseline","legacy_commercial_alias_not_physical","not_applicable","not_applicable","derived_from_canonical_target","","not_applicable","No debe mantener saldo independiente; conservar historia y redirigir productos al objetivo canónico.","sale_deduction","not_tracked","not_applicable","","","","","confirmed_requires_identity_migration","not_tracked","","inventory_item_47:Dondys crudos"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:44","47","Dondys","finished_stock","other","pieza","","","-606.5","","true","","13","89::Dondy (1 und)::recipe::qty=1 | 156::Dondy (1 und) Cliente Nuevo::recipe::qty=1 | 161::Dondy (1 und) Cumpleaños::recipe::qty=1 | 153::Dondy (1 und) Día del Niño::recipe::qty=1 | 137::Dondy (1 und) Día del Padre::recipe::qty=1 | 88::Dondy (1 und) Loyal Febrero::recipe::qty=1 | 4::Dondys::recipe::qty=6 | 93::Dondys (3 und) Cliente Nuevo::recipe::qty=3 | 138::Dondys (3 und) Cumpleaños::recipe::qty=3 | 99::Dondys Cumpleaños::recipe::qty=3 | 129::Dondys Cumpleaños::recipe::qty=6 | 87::Dondys Loyal Febrero::recipe::qty=3 | 130::Und Dondy Cumpleaños::recipe::qty=1","0","","0","","1","finished_stock_or_intermediate_review","true","negative_stock_requires_physical_baseline","raw_material","pieza","bolsa=30; unidades_sueltas_permitidas","on_hand_only","","pending_physical_baseline","","sale_deduction","transactional","per_shift","","","","","confirmed","transactional","sale","inventory_item_47"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:44","10","Dondys (6 und)","finished_stock","other","pieza","","","0","","true","","0","","0","","0","","1","finished_stock_or_intermediate_review","true","orphan_inventory_item","legacy_commercial_alias_not_physical","not_applicable","not_applicable","derived_from_canonical_target","","not_applicable","No debe mantener saldo independiente; conservar historia y redirigir productos al objetivo canónico.","review_unclassified","not_tracked","not_applicable","","","","","confirmed_requires_identity_migration","not_tracked","","inventory_item_47:Dondys crudos"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:44","6","Empanadas Crudas","finished_stock","other","pieza","Bolsa","150","-36368","2","true","","7","65::Combo Baby Mix Frito (25 und)::recipe::qty=5 | 10::Empanadas Crudas::self_link::qty=1 | 8::Empanadas Fritas::recipe::qty=20 | 55::Mixto Cachitas + Empanadas Frito::recipe::qty=10 | 58::Mixto Empanadas + Bombys Frito::recipe::qty=10 | 59::Mixto Empanadas + Mandocas Frito::recipe::qty=10 | 51::Mixto Mini Tequeños + Empanadas Frito::recipe::qty=10","0","","0","","1","finished_stock_or_intermediate_review","true","negative_stock_requires_physical_baseline","raw_material","pieza","bolsa=150; unidades_sueltas_permitidas","on_hand_only","","pending_physical_baseline","Materia prima canónica de empanadas. Se vende cruda al mayor y también alimenta fritos y prefritos; todas las salidas consumen este mismo saldo.","sale_deduction","transactional","per_shift","","","","","confirmed","transactional","sale|production","inventory_item_6"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:44","65","Empanadas Crudas (Beneficio del Mes)","finished_stock","other","pieza","","","0","","true","","1","123::Empanadas Crudas (Beneficio del Mes)::self_link::qty=1","0","","0","","1","finished_stock_or_intermediate_review","false","","legacy_commercial_alias_not_physical","not_applicable","not_applicable","derived_from_canonical_target","","not_applicable","No debe mantener saldo independiente; conservar historia y redirigir productos al objetivo canónico.","sale_deduction","not_tracked","not_applicable","","","","","confirmed_requires_identity_migration","not_tracked","","inventory_item_6:Empanadas Crudas"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:44","55","Empanadas de Cerdo Crudas","finished_stock","other","pieza","","","-10","","true","","1","109::Empanadas de Cerdo Crudas::self_link::qty=1","0","","0","","1","finished_stock_or_intermediate_review","true","negative_stock_requires_physical_baseline","seasonal_raw_material","pieza","bolsa=100; unidades_sueltas_permitidas","scheduled_supply","","pending_physical_baseline","Corresponde a Pulled Pork estacional. El producto para restaurante requiere otro ítem físico.","sale_deduction","transactional","per_shift_when_active","0","","","","confirmed_requires_catalog_correction","transactional","sale","inventory_item_55"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:44","64","Empanadas Fritas (Beneficio del Mes)","finished_stock","other","pieza","","","-2","","true","","1","122::Empanadas Fritas (Beneficio del Mes)::self_link::qty=1","0","","0","","1","finished_stock_or_intermediate_review","true","negative_stock_requires_physical_baseline","legacy_commercial_alias_not_physical","not_applicable","not_applicable","derived_from_canonical_target","","not_applicable","No debe mantener saldo independiente; conservar historia y redirigir productos al objetivo canónico.","sale_deduction","not_tracked","not_applicable","","","","","confirmed_requires_identity_migration","not_tracked","","inventory_item_6:Empanadas Crudas"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:44","14","Empanadas Pre-Fritas","finished_stock","other","pieza","","","-28","","true","","1","9::Empanadas Pre-Fritas::self_link::qty=1","0","","0","","1","finished_stock_or_intermediate_review","true","negative_stock_requires_physical_baseline","prepared_prefried_service","servicio","1 servicio=20 piezas","scheduled_recipe","stock<10 servicios","pending_physical_baseline","Servicio prefrito canónico. Objetivo orientativo 10 servicios; no reserva crudo ni obliga a reponer. Preparación, enfriamiento y empacado: 240 minutos. Vida útil de referencia: 90 días.","sale_deduction","transactional","per_shift","10","reponer_hasta_10_servicios","20","90","confirmed","transactional","sale","inventory_item_14"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:44","66","Empanadas Pre-Fritas (Beneficio del Mes)","finished_stock","other","pieza","","","0","","true","","1","124::Empanadas Pre-Fritas (Beneficio del Mes)::self_link::qty=1","0","","0","","1","finished_stock_or_intermediate_review","false","","legacy_commercial_alias_not_physical","not_applicable","not_applicable","derived_from_canonical_target","","not_applicable","No debe mantener saldo independiente; conservar historia y redirigir productos al objetivo canónico.","sale_deduction","not_tracked","not_applicable","","","","","confirmed_requires_identity_migration","not_tracked","","inventory_item_14:Empanadas Pre-Fritas"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:44","42","Frescolita 1,5 Lts","finished_stock","other","pieza","","","-10","","true","","1","46::Frescolita 1,5 Lts::self_link::qty=1","0","","0","","1","finished_stock_or_intermediate_review","true","negative_stock_requires_physical_baseline","beverage","pieza","paquete=6; unidades_sueltas_permitidas","on_hand_only","stock<=10","pending_physical_baseline","El umbral inicial es editable por ítem.","sale_deduction","transactional","per_shift","","","","","confirmed","transactional","sale","inventory_item_42"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:44","43","Frescolita 2 Lts","finished_stock","other","pieza","","","0","","true","","1","47::Frescolita 2 Lts::self_link::qty=1","0","","0","","1","finished_stock_or_intermediate_review","false","","beverage","pieza","paquete=6; unidades_sueltas_permitidas","on_hand_only","stock<=10","pending_physical_baseline","El umbral inicial es editable por ítem.","sale_deduction","transactional","per_shift","","","","","confirmed","transactional","sale","inventory_item_43"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:44","46","Jugo del Valle 1,5 Lts","finished_stock","other","pieza","","","0","","true","","1","50::Jugo del Valle 1,5 Lts::self_link::qty=1","0","","0","","1","finished_stock_or_intermediate_review","false","","beverage","pieza","paquete=6; unidades_sueltas_permitidas","on_hand_only","stock<=10","pending_physical_baseline","El umbral inicial es editable por ítem.","sale_deduction","transactional","per_shift","","","","","confirmed","transactional","sale","inventory_item_46"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:44","34","Lipton Durazno 1,5 Lts","finished_stock","other","pieza","","","-6","","true","","1","38::Lipton Durazno 1,5 Lts::self_link::qty=1","0","","0","","1","finished_stock_or_intermediate_review","true","negative_stock_requires_physical_baseline","beverage","pieza","paquete=6; unidades_sueltas_permitidas","on_hand_only","stock<=10","pending_physical_baseline","El umbral inicial es editable por ítem.","sale_deduction","transactional","per_shift","","","","","confirmed","transactional","sale","inventory_item_34"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:44","35","Lipton Limón 1,5 Lts","finished_stock","other","pieza","","","-5","","true","","1","39::Lipton Limón 1,5 Lts::self_link::qty=1","0","","0","","1","finished_stock_or_intermediate_review","true","negative_stock_requires_physical_baseline","beverage","pieza","paquete=6; unidades_sueltas_permitidas","on_hand_only","stock<=10","pending_physical_baseline","El umbral inicial es editable por ítem.","sale_deduction","transactional","per_shift","","","","","confirmed","transactional","sale","inventory_item_35"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:44","30","Malta Lata","finished_stock","other","pieza","","","-55","","true","","1","34::Malta Lata::self_link::qty=1","0","","0","","2","finished_stock_or_intermediate_review","true","negative_stock_requires_physical_baseline | duplicate_name_case_insensitive","beverage","pieza","caja=24; unidades_sueltas_permitidas","on_hand_only","stock<=10","pending_physical_baseline","Malta Lata canónica; el ítem 72 es duplicado promocional.","sale_deduction","transactional","per_shift","","","","","confirmed","transactional","sale","inventory_item_30"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:44","5","Mandocas Crudas","finished_stock","other","pieza","bolsas","100","-23839.5","","true","","7","65::Combo Baby Mix Frito (25 und)::recipe::qty=5 | 16::Mandocas Crudas::self_link::qty=1 | 14::Mandocas Fritas::recipe::qty=25 | 60::Mixto Bombys + Mandocas Frito::recipe::qty=12 | 57::Mixto Cachitas + Mandocas Frito::recipe::qty=12 | 59::Mixto Empanadas + Mandocas Frito::recipe::qty=12 | 54::Mixto Mini Tequeños + Mandocas Frito::recipe::qty=12","0","","0","","1","finished_stock_or_intermediate_review","true","negative_stock_requires_physical_baseline","raw_material","pieza","bolsa=100; unidades_sueltas_permitidas","on_hand_only","","pending_physical_baseline","Materia prima canónica de mandocas. Recepción: bolsa de 100 o unidades sueltas. Se vende cruda al mayor y también alimenta fritos y prefritos.","sale_deduction","transactional","per_shift","","","","","confirmed","transactional","sale|production","inventory_item_5"
"hbgxqrrybonavaigaetz","2026-07-30 15:32:44","58","Mandocas Crudas (Beneficio del Mes)","finished_stock","other","pieza","","","0","","true","","1","115::Mandocas Crudas (Beneficio del Mes)::self_link::qty=1","0","","0","","1","finished_stock_or_intermediate_review","false","","legacy_commercial_alias_not_physical","not_applicable","not_applicable","derived_from_canonical_target","","not_applicable","No debe mantener saldo independiente; conservar historia y redirigir productos al objetivo canónico.","sale_deduction","not_tracked","not_applicable","","","","","confirmed_requires_identity_migration","not_tracked","","inventory_item_5:Mandocas Crudas"
